Index,Cement (kg/m3),SF (kg/m3),BFS (kg/m3),FA (kg/m3),QP (kg/m3),LSP (kg/m3),NS (kg/m3),Fiber (kg/m3),Sand (kg/m3),Gravel (kg/m3),Water (kg/m3),SP (kg/m3),T (oC),RH (%),Age (days),Unnamed: 16,fc (MPa)
195,845.5,44.5,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,0,178.0,30.2,21,100,90,,125.4
196,801.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,0,178.0,30.2,21,100,90,,127.6
197,756.5,133.5,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,0,178.0,30.2,21,100,90,,120.9
198,712.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,0,178.0,30.2,21,100,90,,118.6
199,845.5,44.5,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,0,178.0,30.2,21,100,90,,126.2
200,712.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,1231.0,0,178.0,30.2,21,100,90,,117.5
201,623.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,1231.0,0,178.0,30.2,21,100,90,,119.3
202,534.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,1231.0,0,178.0,30.2,21,100,90,,119.1
203,667.5,44.5,0.0,178.0,0.0,0.0,0.0,0.0,1231.0,0,178.0,30.2,21,100,90,,119.7
204,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,0,201.8,34.2,21,100,90,,139.3
205,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,0,201.8,34.2,21,100,90,,149.7
206,958.55,50.45,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,0,201.8,34.2,21,100,90,,155.2
207,756.75,50.45,0.0,201.8,0.0,0.0,0.0,0.0,1231.0,0,201.8,34.2,21,100,90,,152.1
208,472.0,262.0,315.0,0.0,0.0,0.0,0.0,0.0,1049.0,0,178.0,21.0,20,100,7,,94.3
209,472.0,262.0,315.0,0.0,0.0,0.0,0.0,156.0,1049.0,0,178.0,21.0,20,100,7,,114.9
210,472.0,262.0,315.0,0.0,0.0,0.0,0.0,156.0,1049.0,0,178.0,21.0,20,100,7,,120.9
211,472.0,262.0,315.0,0.0,0.0,0.0,0.0,156.0,1049.0,0,178.0,21.0,20,100,7,,108.3
212,472.0,262.0,315.0,0.0,0.0,0.0,0.0,0.0,1049.0,0,178.0,21.0,20,100,28,,97.8
213,472.0,262.0,315.0,0.0,0.0,0.0,0.0,156.0,1049.0,0,178.0,21.0,20,100,28,,134.4
214,472.0,262.0,315.0,0.0,0.0,0.0,0.0,156.0,1049.0,0,178.0,21.0,20,100,28,,143.5
215,472.0,262.0,315.0,0.0,0.0,0.0,0.0,156.0,1049.0,0,178.0,21.0,20,100,28,,127.4
216,472.0,262.0,315.0,0.0,0.0,0.0,0.0,156.0,1049.0,0,178.0,21.0,20,100,28,,122.9
217,472.0,262.0,315.0,0.0,0.0,0.0,0.0,156.0,1049.0,0,178.0,21.0,20,100,28,,120.4
218,850.0,137.5,0.0,112.5,0.0,0.0,0.0,234.0,1100.0,0,176.0,8.0,23,100,28,,162.1
219,850.0,137.5,0.0,112.5,0.0,0.0,0.0,234.0,1100.0,0,176.0,8.0,23,100,28,,162.8
220,741.0,185.0,0.0,0.0,194.25,64.75,0.0,156.0,815.0,0,185.0,9.0,30,65,1,,76.0
221,741.0,185.0,0.0,0.0,129.5,129.5,0.0,156.0,815.0,0,185.0,9.0,30,65,1,,78.0
222,741.0,185.0,0.0,0.0,64.75,194.25,0.0,156.0,815.0,0,185.0,9.0,30,65,1,,82.0
223,741.0,185.0,0.0,0.0,0.0,259.0,0.0,0.0,815.0,0,185.0,9.0,30,65,1,,82.0
224,741.0,185.0,0.0,0.0,259.0,0.0,0.0,156.0,815.0,0,185.0,9.0,30,65,3,,117.0
225,741.0,185.0,0.0,0.0,194.25,64.75,0.0,156.0,815.0,0,185.0,9.0,30,65,3,,118.0
226,741.0,185.0,0.0,0.0,129.5,129.5,0.0,156.0,815.0,0,185.0,9.0,30,65,3,,111.0
227,741.0,185.0,0.0,0.0,64.75,194.25,0.0,156.0,815.0,0,185.0,9.0,30,65,3,,116.0
228,741.0,185.0,0.0,0.0,0.0,259.0,0.0,0.0,815.0,0,185.0,9.0,30,65,3,,115.0
229,741.0,185.0,0.0,0.0,259.0,0.0,0.0,156.0,815.0,0,185.0,9.0,30,65,7,,144.0
230,741.0,185.0,0.0,0.0,194.25,64.75,0.0,156.0,815.0,0,185.0,9.0,30,65,7,,142.0
231,741.0,185.0,0.0,0.0,64.75,194.25,0.0,156.0,815.0,0,185.0,9.0,30,65,7,,138.0
232,741.0,185.0,0.0,0.0,194.25,64.75,0.0,156.0,815.0,0,185.0,9.0,30,65,28,,159.0
233,741.0,185.0,0.0,0.0,129.5,129.5,0.0,156.0,815.0,0,185.0,9.0,30,65,28,,160.0
234,741.0,185.0,0.0,0.0,64.75,194.25,0.0,156.0,815.0,0,185.0,9.0,30,65,28,,158.0
235,741.0,185.0,0.0,0.0,0.0,259.0,0.0,0.0,815.0,0,185.0,9.0,30,65,28,,155.0
236,741.0,185.0,0.0,0.0,259.0,0.0,0.0,156.0,815.0,0,185.0,9.0,30,65,90,,165.0
237,741.0,185.0,0.0,0.0,194.25,64.75,0.0,156.0,815.0,0,185.0,9.0,30,65,90,,171.0
238,741.0,185.0,0.0,0.0,129.5,129.5,0.0,156.0,815.0,0,185.0,9.0,30,65,90,,167.0
239,700.0,50.0,0.0,150.0,0.0,0.0,0.0,0.0,1104.0,0,180.0,30.0,20,100,1,,57.9
240,700.0,50.0,0.0,150.0,0.0,0.0,0.0,39.0,1104.0,0,180.0,30.0,20,100,1,,64.5
241,700.0,50.0,0.0,150.0,0.0,0.0,0.0,78.0,1104.0,0,180.0,30.0,20,100,1,,73.8
242,700.0,50.0,0.0,150.0,0.0,0.0,0.0,117.0,1104.0,0,180.0,30.0,20,100,1,,83.2
243,700.0,50.0,0.0,150.0,0.0,0.0,0.0,156.0,1104.0,0,180.0,30.0,20,100,1,,88.8
244,700.0,50.0,0.0,150.0,0.0,0.0,0.0,195.0,1104.0,0,180.0,30.0,20,100,1,,89.7
245,700.0,50.0,0.0,150.0,0.0,0.0,0.0,0.0,1104.0,0,180.0,30.0,20,100,7,,94.4
246,700.0,50.0,0.0,150.0,0.0,0.0,0.0,39.0,1104.0,0,180.0,30.0,20,100,7,,96.3
247,700.0,50.0,0.0,150.0,0.0,0.0,0.0,78.0,1104.0,0,180.0,30.0,20,100,7,,102.8
248,700.0,50.0,0.0,150.0,0.0,0.0,0.0,117.0,1104.0,0,180.0,30.0,20,100,7,,115.9
249,700.0,50.0,0.0,150.0,0.0,0.0,0.0,156.0,1104.0,0,180.0,30.0,20,100,7,,120.6
250,700.0,50.0,0.0,150.0,0.0,0.0,0.0,195.0,1104.0,0,180.0,30.0,20,100,7,,125.2
251,700.0,50.0,0.0,150.0,0.0,0.0,0.0,0.0,1104.0,0,180.0,30.0,20,100,28,,105.6
252,700.0,50.0,0.0,150.0,0.0,0.0,0.0,78.0,1104.0,0,180.0,30.0,20,100,28,,138.3
253,700.0,50.0,0.0,150.0,0.0,0.0,0.0,117.0,1104.0,0,180.0,30.0,20,100,28,,149.5
254,700.0,50.0,0.0,150.0,0.0,0.0,0.0,156.0,1104.0,0,180.0,30.0,20,100,28,,153.3
255,700.0,50.0,0.0,150.0,0.0,0.0,0.0,195.0,1104.0,0,180.0,30.0,20,100,28,,156.1
256,741.0,185.0,0.0,0.0,64.75,194.25,0.0,156.0,815.0,0,185.0,9.0,30,65,90,,168.0
257,890.0,222.0,0.0,0.0,0.0,0.0,0.0,117.0,799.0,0,222.0,29.7,23,100,28,,130.3
258,933.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,0,168.0,37.6,23,100,28,,101.4
259,933.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,0,168.0,37.6,23,100,28,,116.2
260,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,170.4
261,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,184.0
262,950.0,234.0,0.0,0.0,95.0,0.0,0.0,234.0,1030.0,0,215.0,12.7,23,100,28,,158.1
263,950.0,234.0,0.0,0.0,95.0,0.0,0.0,234.0,1030.0,0,215.0,12.7,23,100,28,,168.6
264,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,180.8
265,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,192.2
266,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,206.6
267,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,185.2
268,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,198.5
269,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,188.2
270,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,202.2
271,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,193.5
272,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,203.9
273,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,197.9
274,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,201.2
275,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,206.2
276,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,205.6
277,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,199.9
278,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,195.2
279,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,190.2
280,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,208.2
281,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,181.0
282,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,192.2
283,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,206.78
284,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,182.4
285,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,194.9
286,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,207.8
287,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,186.1
288,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,196.9
289,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,186.8
290,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,197.6
291,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,187.5
292,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,200.0
293,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,173.2
294,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,184.4
295,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,196.9
296,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,181.0
297,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,191.2
298,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,176.6
299,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,182.4
300,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,172.9
301,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,181.7
302,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,171.2
303,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,180.3
304,850.0,260.0,0.0,0.0,212.0,0.0,0.0,156.0,850.0,0,170.0,45.0,23,100,28,,174.6
305,788.5,197.1,0.0,0.0,0.0,0.0,0.0,156.0,1104.0,0,160.3,50.0,23,50,28,,187.1
306,788.5,197.1,0.0,0.0,0.0,0.0,0.0,156.0,1104.0,0,160.3,50.0,23,50,28,,192.3
307,788.5,197.1,0.0,0.0,0.0,0.0,0.0,156.0,1104.0,0,160.3,50.0,23,50,28,,204.4
308,833.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,1125.0,0,208.0,25.0,23,100,28,,147.0
309,825.0,206.0,0.0,0.0,0.0,0.0,0.0,78.0,1114.0,0,206.0,25.0,23,100,28,,145.5
310,817.0,204.0,0.0,0.0,0.0,0.0,0.0,156.0,1102.0,0,204.0,25.0,23,100,28,,147.5
311,808.0,202.0,0.0,0.0,0.0,0.0,0.0,234.0,1091.0,0,202.0,24.0,23,100,28,,165.7
312,800.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,880.0,0,200.0,9.6,20,60,7,,101.5
313,800.0,100.0,0.0,0.0,200.0,0.0,0.0,0.0,980.0,0,200.0,9.6,20,60,7,,111.4
314,800.0,200.0,0.0,0.0,100.0,0.0,0.0,0.0,980.0,0,200.0,9.6,20,60,7,,108.6
315,800.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,0,200.0,14.4,20,60,7,,111.0
316,800.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,880.0,0,200.0,9.6,20,60,28,,141.3
317,800.0,100.0,0.0,0.0,200.0,0.0,0.0,0.0,980.0,0,200.0,9.6,20,60,28,,147.3
318,800.0,200.0,0.0,0.0,100.0,0.0,0.0,0.0,980.0,0,200.0,9.6,20,60,28,,146.5
319,800.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,0,200.0,14.4,20,60,28,,159.2
320,800.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,880.0,0,200.0,9.6,20,60,90,,163.3
321,800.0,100.0,0.0,0.0,200.0,0.0,0.0,0.0,980.0,0,200.0,9.6,20,60,90,,166.4
322,800.0,200.0,0.0,0.0,100.0,0.0,0.0,0.0,980.0,0,200.0,9.6,20,60,90,,175.9
323,800.0,100.0,0.0,0.0,200.0,0.0,0.0,0.0,980.0,0,200.0,9.6,20,60,90,,141.1
324,950.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,873.0,0,189.0,31.0,23,100,7,,104.2
325,941.5,255.0,0.0,0.0,0.0,0.0,9.5,0.0,873.0,0,189.0,31.0,23,100,7,,109.8
326,932.0,255.0,0.0,0.0,0.0,0.0,19.0,0.0,873.0,0,189.0,31.0,23,100,7,,112.6
327,921.5,255.0,0.0,0.0,0.0,0.0,28.5,0.0,873.0,0,189.0,31.0,23,100,7,,119.4
328,912.0,255.0,0.0,0.0,0.0,0.0,38.0,0.0,873.0,0,189.0,31.0,23,100,7,,114.3
329,950.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,873.0,0,189.0,31.0,23,100,28,,132.5
330,941.5,255.0,0.0,0.0,0.0,0.0,9.5,0.0,873.0,0,189.0,31.0,23,100,28,,135.8
331,932.0,255.0,0.0,0.0,0.0,0.0,19.0,0.0,873.0,0,189.0,31.0,23,100,28,,137.0
332,921.5,255.0,0.0,0.0,0.0,0.0,28.5,0.0,873.0,0,189.0,31.0,23,100,28,,143.2
333,912.0,255.0,0.0,0.0,0.0,0.0,38.0,0.0,873.0,0,189.0,31.0,23,100,28,,139.2
334,950.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,873.0,0,189.0,31.0,23,100,90,,138.7
335,941.5,255.0,0.0,0.0,0.0,0.0,9.5,0.0,873.0,0,189.0,31.0,23,100,90,,139.8
336,932.0,255.0,0.0,0.0,0.0,0.0,19.0,0.0,873.0,0,189.0,31.0,23,100,90,,141.5
337,921.5,255.0,0.0,0.0,0.0,0.0,28.5,0.0,873.0,0,189.0,31.0,23,100,90,,147.7
338,912.0,255.0,0.0,0.0,0.0,0.0,38.0,0.0,873.0,0,189.0,31.0,23,100,90,,140.4
339,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.3,0,160.0,21.6,23,100,1,,92.2
340,796.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1461.1,0,160.0,25.2,23,100,1,,82.8
341,792.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1450.8,0,160.0,28.8,23,100,1,,78.9
342,784.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1430.2,0,160.0,36.0,23,100,1,,77.9
343,776.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1409.7,0,160.0,43.2,23,100,1,,75.6
344,720.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.9,0,160.0,29.6,23,100,1,,81.8
345,716.0,80.0,0.0,0.0,0.0,0.0,4.0,0.0,1411.6,0,160.0,33.6,23,100,1,,77.8
346,712.0,80.0,0.0,0.0,0.0,0.0,8.0,0.0,1400.3,0,160.0,37.6,23,100,1,,69.4
347,704.0,80.0,0.0,0.0,0.0,0.0,16.0,0.0,1379.8,0,160.0,44.8,23,100,1,,61.5
348,696.0,80.0,0.0,0.0,0.0,0.0,24.0,0.0,1359.2,0,160.0,52.0,23,100,1,,56.7
349,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.3,0,160.0,21.6,23,100,3,,103.9
350,796.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1461.1,0,160.0,25.2,23,100,3,,100.2
351,792.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1450.8,0,160.0,28.8,23,100,3,,99.3
352,784.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1430.2,0,160.0,36.0,23,100,3,,95.4
353,776.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1409.7,0,160.0,43.2,23,100,3,,94.5
354,720.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.9,0,160.0,29.6,23,100,3,,91.2
355,716.0,80.0,0.0,0.0,0.0,0.0,4.0,0.0,1411.6,0,160.0,33.6,23,100,3,,87.9
356,712.0,80.0,0.0,0.0,0.0,0.0,8.0,0.0,1400.3,0,160.0,37.6,23,100,3,,86.3
357,704.0,80.0,0.0,0.0,0.0,0.0,16.0,0.0,1379.8,0,160.0,44.8,23,100,3,,85.3
358,696.0,80.0,0.0,0.0,0.0,0.0,24.0,0.0,1359.2,0,160.0,52.0,23,100,3,,84.3
359,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.3,0,160.0,21.6,23,100,7,,108.0
360,796.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1461.1,0,160.0,25.2,23,100,7,,108.7
361,792.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1450.8,0,160.0,28.8,23,100,7,,109.0
362,784.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1430.2,0,160.0,36.0,23,100,7,,109.2
363,776.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1409.7,0,160.0,43.2,23,100,7,,106.9
364,720.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.9,0,160.0,29.6,23,100,7,,104.3
365,716.0,80.0,0.0,0.0,0.0,0.0,4.0,0.0,1411.6,0,160.0,33.6,23,100,7,,105.1
366,712.0,80.0,0.0,0.0,0.0,0.0,8.0,0.0,1400.3,0,160.0,37.6,23,100,7,,106.2
367,704.0,80.0,0.0,0.0,0.0,0.0,16.0,0.0,1379.8,0,160.0,44.8,23,100,7,,107.1
368,696.0,80.0,0.0,0.0,0.0,0.0,24.0,0.0,1359.2,0,160.0,52.0,23,100,7,,102.2
369,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.3,0,160.0,21.6,23,100,14,,112.4
370,796.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1461.1,0,160.0,25.2,23,100,14,,113.1
371,792.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1450.8,0,160.0,28.8,23,100,14,,114.3
372,784.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1430.2,0,160.0,36.0,23,100,14,,115.6
373,776.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1409.7,0,160.0,43.2,23,100,14,,111.5
374,720.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.9,0,160.0,29.6,23,100,14,,116.2
375,716.0,80.0,0.0,0.0,0.0,0.0,4.0,0.0,1411.6,0,160.0,33.6,23,100,14,,118.5
376,712.0,80.0,0.0,0.0,0.0,0.0,8.0,0.0,1400.3,0,160.0,37.6,23,100,14,,123.0
377,704.0,80.0,0.0,0.0,0.0,0.0,16.0,0.0,1379.8,0,160.0,44.8,23,100,14,,126.0
378,696.0,80.0,0.0,0.0,0.0,0.0,24.0,0.0,1359.2,0,160.0,52.0,23,100,14,,119.2
379,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.3,0,160.0,21.6,23,100,28,,115.4
380,796.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1461.1,0,160.0,25.2,23,100,28,,116.8
381,792.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1450.8,0,160.0,28.8,23,100,28,,120.9
382,784.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1430.2,0,160.0,36.0,23,100,28,,123.4
383,776.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1409.7,0,160.0,43.2,23,100,28,,119.1
384,720.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.9,0,160.0,29.6,23,100,28,,120.7
385,716.0,80.0,0.0,0.0,0.0,0.0,4.0,0.0,1411.6,0,160.0,33.6,23,100,28,,125.0
386,712.0,80.0,0.0,0.0,0.0,0.0,8.0,0.0,1400.3,0,160.0,37.6,23,100,28,,130.1
387,704.0,80.0,0.0,0.0,0.0,0.0,16.0,0.0,1379.8,0,160.0,44.8,23,100,28,,131.8
388,696.0,80.0,0.0,0.0,0.0,0.0,24.0,0.0,1359.2,0,160.0,52.0,23,100,28,,127.3
389,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.3,0,160.0,21.6,23,100,56,,119.3
390,796.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1461.1,0,160.0,25.2,23,100,56,,120.9
391,792.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1450.8,0,160.0,28.8,23,100,56,,123.4
